content,date,location_name,user_name
On a weekday you can save the surcharge on tickets. Wasn't too . Use one of the digital kiosks if you're afraid of talking to humans.,"November 20, 2014",Metropolitan Museum of Art,Ash Huang
"If you're a , I definitely recommend capturing the  sketching the . But try not to get a huge crowd around the  or they'll lose concentration and leave.","January 14, 2012",Metropolitan Museum of Art,Chrissi Fabro
"The Met is always open for a ""suggested donation"" only. If you're a student, pay what you can  to see some of the greatest  available.","August 8, 2011",Metropolitan Museum of Art,Kiboo
"To see the  alongside the , and understand  life in the late 1800s through this  of ""Impressionism, Fashion, and Modernity"" was superb. Next stop   Institute of Chicago.","March 17, 2013",Metropolitan Museum of Art,Tania Said
The  section is great with the early work of Picasso and Georges Braque positioned next to each other to show they mutually worked to advance analytical cubism is Paris.,"June 11, 2015",Metropolitan Museum of Art,Chris Olagunju
Huge! Be sure to plan a whole day here.  A few hours just won't cover it. No matter how fast you walk!,"November 7, 2014",Metropolitan Museum of Art,Deidre Olson
Purchase your ticket in advance to avoid crowds. You must go through security to enter. Allow at least one full day visit.,"October 14, 2015",Metropolitan Museum of Art,Arlene Murphy
The   is a reliable venue for cutting-edge   installations - to be enjoyed with a glass (or two) of . (via ARTINFO),"November 3, 2010",Metropolitan Museum of Art,HUGO BOSS
Find the period rooms in the new  and then find the visible storage--it's the end all be all of .,"November 20, 2013",Metropolitan Museum of Art,Jared Ranere
"The Metropolitan Museum of Art is a beautiful place where I have seen a lot of great ,  with intense emotion and great .","December 15, 2013",Metropolitan Museum of Art,Alex Luma
Been here many times.  This is my absolute favorite and great special . A must NYC must go to ,"March 21, 2013",Metropolitan Museum of Art,❦ ❧Desi Stine❦ ❧
"Find Perseus with the Head of Medusa by Antonio Canova in the Petrie  Court.  To make Medusa's face appear ghastlier, Canova made the head hollow—leaving room for a candle. (Chris, Design)","June 28, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
one of the largest  in the world if not the largest.  It's a wonderful place to catch an  or get lost ion the permanant collection ,"August 1, 2011",Metropolitan Museum of Art,Andy D
"World  , expect crowds full of . If you need, to take advantage of the ""pay what you can"" deal for  admission.","June 16, 2015",Metropolitan Museum of Art,Ben Fortney
A cultural institution worthy of multiple visits. Don't forget to get a map when you enter or you will wind up very lost.,"July 5, 2016",Metropolitan Museum of Art,Eric Braverman
"The impressionists collection is amazing: lots of well known  by Claude Monet, Vincent van Gogh, and others.In the  section they show a great  ""The Street"".","March 28, 2013",Metropolitan Museum of Art,Alexander Vinokurov
"Over 2 million works call The Met home, including a new wing of American , showcasing pieces from the 18th, 19th and 20th centuries.","July 26, 2012",Metropolitan Museum of Art,The Ritz-Carlton
If coming to see the Alexander McQueen  consider getting a membership. The line to get in is monstrous. Skipping it will make u feel like you've just joined MENSA.,"July 10, 2011",Metropolitan Museum of Art,Oonline
"Always a must see when in EnWhySee. My faves are the Temple of Dandur and the . During the warmer months, check out the  with its revolving  .","April 16, 2010",Metropolitan Museum of Art,Christi Goodwin
Check out the Charles Marville and the Paris as Muse    if you want to visit the City of Lights but can't  the tickets. Both of them are fantastic.,"March 4, 2014",Metropolitan Museum of Art,Alexandra Szenti
"If you get bored of masterpieces, then take the  to the roof. The  of central  are awesome.","May 9, 2013",Metropolitan Museum of Art,Aj
". Oh, and yes, plenty of great pieces of , such as this guy.","April 18, 2015",Metropolitan Museum of Art,Leo Gonzales
"Definitely check out the Temple of Dendur. Also, if you're an  mythology geek, make the trek around back to Cleopatra's Needle!","March 19, 2016",Metropolitan Museum of Art,Agam Mittal
"If you want to see everything, you'd have to spend the entire day. The Met is humungous. Best  I've ever been to","October 27, 2016",Metropolitan Museum of Art,Liana Fong
"Old masters, Greek and Roman, ,  history, , ","May 24, 2015",Metropolitan Museum of Art,Roko Rumora
Did you know? The Met has a wide range of libraries and study centers open to the public. Check them out when you visit.,"August 11, 2011",Metropolitan Museum of Art,MuseumMileNYC
"Incredible . This needs a minimum of a full day. You can pay what you can , but it's well worth the $24.","February 24, 2016",Metropolitan Museum of Art,John Helps
"If you and a friend sit on either end of the U-shaped  in Engelhard court and whisper, you can hear each other clearly. (Vanessa, Special Events)","June 4, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
Many employers donate to the MET. Worth checking out if yours does. Go to the info desk in the center for complementary admission.,"March 9, 2015",Metropolitan Museum of Art,Robert Accettura
everyone making tips for it. At least to earn expertise. Mine would be to go and just sit in Egypt temple hall. Very inspiring.,"February 12, 2015",Metropolitan Museum of Art,Dmitry Fridman
"One of the biggest  I've been to; if you actually want to see all the stuff, you need more than one visit - otherwise it's overwhelming.","October 23, 2012",Metropolitan Museum of Art,Vuk Mišović
Do not miss the new cubism collection from Lauder. It's the most significant collection of our time. Imagine if your living room looked like this?,"November 2, 2014",Metropolitan Museum of Art,Kinjil Mathur
"One of the world’s great , the Metropolitan Museum of Art (usually referred to as just “the Met”) juts into the  at Fifth Avenue and 82nd Street.","August 30, 2013",Metropolitan Museum of Art,veronique @ zaptravel.com .
Both the current Garry Winogrand and the ' and Concealment'  are great now!,"August 18, 2014",Metropolitan Museum of Art,Elevine Berge
I've been to this  many times since I was born and know it pretty well - there is something for everyone here and definitely worth going several times to see it all!,"July 1, 2010",Metropolitan Museum of Art,Elise Abdalla
"You can pay whatever you want and not the suggested price. Very good ! Also, good .","September 8, 2014",Metropolitan Museum of Art,Lorena Nascimento
"Come for the , stay because the street vendors outside are really, really annoying.","December 8, 2015",Metropolitan Museum of Art,Emil Rensing
"One of the world's finest . There's something for everyone, including fashion lovers who visit the  Institute and take in seven centuries-worth of  and .","April 22, 2011",Metropolitan Museum of Art,ToryBurch
"Visit the Arms and Armor  on afternoons when there is a  in the  Instrument  above, usually on Wednesdays at 3:30 about once a month. (Ashira, Objects Conservation)","September 2, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
WOW. You can spend days here looking at everything. Plan for a whole day here.  under the  is a bit  though,"April 12, 2013",Metropolitan Museum of Art,Peter
It's massive and you cannot see everything in a day. It's worth picking up a map at the front and  list what you want to see.,"August 14, 2016",Metropolitan Museum of Art,Elliot Chance
"Love the impressionist . French  are the best represented - Degas, Renoir, Monet, Gauguin","January 13, 2015",Metropolitan Museum of Art,Kavita Baba
Fun for a day when you want to be indoors. Pay as you wish. Make sure to have a plan before you come and stay for a long while.,"January 26, 2016",Metropolitan Museum of Art,Abigail Argersinger
"I fell in love with  at the met, the temple of dendur is the most beautiful room there. Every time I'm home I go back to visit.","December 11, 2014",Metropolitan Museum of Art,Emily Baer
"“No one should miss this very IMPORTANT ! The Met houses one of the most important collections of  World Wide!!! From the ...”  - TripAdvisor user on Jan 8, 2012.  Read more reviews at ","January 24, 2012",Metropolitan Museum of Art,TripAdvisor
Friday nights during winter months are the best to sketch in the  courts.  The spotlights create quite dramatic shadows and the  is near which means a  isn't far.,"April 5, 2010",Metropolitan Museum of Art,AshleyJeanne Granata
"One of the best  in Manhattan, NYC.  , and an outstanding Ancient  .","February 3, 2016",Metropolitan Museum of Art,Robert Alvarez
Overseas visitors: if u plan to at least twice- join as an associate member. Free entry each time and  up to 20% if u buy anything. This place is one of a kind imho!,"September 20, 2011",Metropolitan Museum of Art,Tracey N
"""Anthony Caro on the roof"" awesome  series +  in the summer = go while it's nice out. ","June 18, 2011",Metropolitan Museum of Art,Noah Weiss
Great .. I suggest you go in different days.. So you don't rush and you get to see everything,"January 8, 2016",Metropolitan Museum of Art,Sara
Must must must - go there early -- plan stay there min 4-5 hrs,"July 10, 2016",Metropolitan Museum of Art,Seyda Caskurlu
Everything is great here. One of the best  in the world; the name speaks for itself.,"November 6, 2014",Metropolitan Museum of Art,Chris Thurber
Don't miss the Ancient Egypt  that is going on now till the 26th of January. Some real remarkable stuff!,"December 18, 2015",Metropolitan Museum of Art,Michael Green
"There wasn't enough time to see even a fraction of the  while I was here, so I will have to plan on coming back ASAP! What I did see was absolutely breathtaking.","April 23, 2012",Metropolitan Museum of Art,Clare
Amazing. It's best to decide which part you want to visit. It's huge and you have to visit several times to get to see everything.,"July 7, 2016",Metropolitan Museum of Art,Saba Heravi
"69 Metropolitan  of  Visit the Japanese Reading Room on the 2 nd floor of  Asian  for an amazing  of the Temple of  Dendur. (Tom, Membership)","December 8, 2010",Metropolitan Museum of Art,Meri Strowbery
"If you're visiting the , the first exit from the stairs drops you into the Impressionist section of the .","October 26, 2014",Metropolitan Museum of Art,Swen Graham
"You have to  at least a couple of whole day for met, it is unbelievably large and each piece is amazing!","December 11, 2011",Metropolitan Museum of Art,Ayşe Nur Ayyıldız
"If you are not sure what to see and  on time, focus on . The collection here is simply amazing.","April 11, 2013",Metropolitan Museum of Art,Hao Chen
"Pick one  to see, browse in the  or get   in the  and then leave. Otherwise, you'll have  overload!","January 21, 2016",Metropolitan Museum of Art,Jane Herman
Come with friends or by yourself you will have an amazing time! Students get in  too bonus!,"April 20, 2013",Metropolitan Museum of Art,Justin Sullivan
My favorite way to spend a sunday morning in New York: a walk in Central  and then a visit to one of the most fascinating  in the World.,"January 7, 2012",Metropolitan Museum of Art,Alfonso Fuggetta
Count on this taking up the majority of a day. You will need at LEAST 3 hours here. Even still you may leave feeling you didn't see all that you would have liked to.,"May 5, 2016",Metropolitan Museum of Art,Jay Holtslander
"Best day-time  with the great  of Central . No tables but you can just sit on the ""grass"".. or was it grass?","May 4, 2015",Metropolitan Museum of Art,California
you can get into re  by making any donation ... even if it's just $1. but I suggest donating more to support this great ,"June 23, 2012",Metropolitan Museum of Art,Noel M
"Explore the  from another part of the world: the Arab Lands, , Iran, Central Asia, and Later South Asia. Precision is my inspiration.","December 29, 2011",Metropolitan Museum of Art,raymondweil
"In Greek myth, Selene ""the moon goddess"" was an archaic lunar deity. In Roman myth, the moon goddess is called Luna and Aurora is the goddess of dawn..hence Luna Aurora ""Moon of the Dawn""","March 25, 2011",Metropolitan Museum of Art,♕Ĺůñå•Ǻůяõяå♕
Go to the roof to see the Huyghe . Brilliant! Skip the  and go for the many food carts outside.,"October 10, 2015",Metropolitan Museum of Art,Raphael Langenscheidt
"Visit the Japanese Reading Room on the 2nd floor of Asian  for an amazing  of the Temple of Dendur. (Tom, Membership)","June 4, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
"walk straight the back of  the Armory  (knights in still shining armor) and go right, on the wall you'll beautiful hand engraved pistols & rifles by Tiffany&Co. amazing workmanship.","November 5, 2011",Metropolitan Museum of Art,Claudia Cooley
Walking around the  takes a day. Read every detail in the information cards. Enjoy! 😊,"October 29, 2016",Metropolitan Museum of Art,Hazal Ciccone
"For the best  of Central  go to the  (seasonal). Also don't miss the Temple of Dendur, and the  !","October 27, 2010",Metropolitan Museum of Art,Michael Easterbrook
"The   is brilliant. A great way to see diverse work, and not overwhelm you.","November 6, 2015",Metropolitan Museum of Art,Cameron Maddux
The  is the best way to fully enjoy the . $7 is the worth it.,"October 30, 2013",Metropolitan Museum of Art,Caroline On Crack
There is no better  to visit on a cold winter day. You can spend hours here - just go slow and take it all in.,"February 20, 2015",Metropolitan Museum of Art,Jared Wick
"When you need a  after a long loop around the reservoir, the Met’s Roof   never disappoints, nor does its yearly installations. ","July 1, 2014",Metropolitan Museum of Art,PureWow
Pay whatever you want at all times! Impressionists are a must see+temporary  of course,"January 8, 2015",Metropolitan Museum of Art,Sofia Uz
"After visiting the Main Building, head uptown to the Cloisters  and  for free same day admission and some great medieval  and !","August 15, 2011",Metropolitan Museum of Art,Audrey Tolbert
Bring  and  in the morning if you're coming for the McQueen . There's no  or Starbucks shops closer than 85th and lex.,"August 5, 2011",Metropolitan Museum of Art,Anand S
Go to the roof on Friday. Pay what you want to get in because $14  await you... but with a killer .,"July 19, 2014",Metropolitan Museum of Art,Sharon Gee
"Check out the Vanderlyn Panorama in the : take a trip to the  of Versailles , right here at the Met. (Ashley, Director's Office)","June 4, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
It's a beautiful  with a large and impressive collection. The store it's good to buy great .,"October 16, 2016",Metropolitan Museum of Art,Cristina Sánchez
"If this is your first time, Definitely research first where and what you want to see. You could spend forever here.","March 24, 2015",Metropolitan Museum of Art,Rhi M
"If it's close to closing time and you need to use the , just head straight to the ground floor and don't bother with any of the other  because they're probably closed already.","December 10, 2014",Metropolitan Museum of Art,Kris N
"If you want to enjoy the , plan at least two full days for this , it would be terrible to leave Picasso, Van Gogh, and all this paradise at 5.30 pm","May 28, 2012",Metropolitan Museum of Art,Kyra Hamann
"After you’ve seen the works of Picasso and Dali, head to the  and enjoy the  from “Cloud City,”  Tomas Sarceno’s futuristic installation.","September 5, 2012",Metropolitan Museum of Art,Maybelline New York
"Spend a day just mooching around and getting lost in the . For pay as you go policy, go up to the ticket desks say ""I understand you have a pay as you wish policy?"" and then pay what you wish!","December 23, 2014",Metropolitan Museum of Art,Chris Richards
The Admission Price is a *suggestion.* Don't bankrupt yourself taking the kids. It's fine to simply tell the  what you'd like to pay. The  is heavily endowed by Rockefeller $$.,"April 27, 2013",Metropolitan Museum of Art,Victoria Weinstein
"Look, listen, and have fun with picture  in Nolen Library. For families with children ages 18 months–3 years","March 12, 2013",Metropolitan Museum of Art,Heather Speaks
If you are a fan of the Middle Ages you MUST visit this . Outstanding masterpieces.,"May 30, 2013",Metropolitan Museum of Art,Gonzalo G.
"Impressionists... Need I say more. Also, the entry prices are recommended only.","May 10, 2016",Metropolitan Museum of Art,James Doherty
"If you're going to check out the MET on a Friday night, check out Nick Gray's #hacktheMET . Bring a flask!!","January 5, 2013",Metropolitan Museum of Art,Mike Fraietta
If you buy a membership at the kiosk (instead of the computer) you'll get some food and  coupons.,"August 2, 2015",Metropolitan Museum of Art,Aleksandr Kalininskiy
Take your time and don't be afraid to break it down into a multiple day trip – there's a lot to see.,"September 30, 2016",Metropolitan Museum of Art,Andrew Sowers
"We have the Met to thank for the legendary Met Gala every year! Make sure to ask where the current fashion  is. Don't miss out on Alexander McQueen, closing July 31st.","May 12, 2011",Metropolitan Museum of Art,Rent the Runway
Always something new to see. Part of New York's fine culture.,"March 7, 2015",Metropolitan Museum of Art,Paige C
"Don't Miss :Gilbert Stuart’s portrait of George Washington, the  in Charles Englehard Court, the Medieval  Hall, and The Arms and Armor display","April 5, 2011",Metropolitan Museum of Art,WorldStrides
"Amazing collection. If you are willing to pay $25, buy a ticket at an  kiosk.","August 11, 2016",Metropolitan Museum of Art,Tabitha Johnson
My best advice to explore the Met: get lost inside its halls. It's really interesting trying to find your way around while you admire pure .,"April 20, 2014",Metropolitan Museum of Art,Ismael Viveros
"The Wrightsman  – these decadently decorated period rooms have lighting that literally flickers for added ambiance. (Ashira, Objects Conservation)","June 4, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
"Must go to the   has amazing , a  and really cool  structure. A must see while your there!","October 25, 2010",Metropolitan Museum of Art,Mary Reynolds
Sneak an aerial  of the temple from this room in the Asian  section. Also this deer,"February 21, 2016",Metropolitan Museum of Art,Luke
My favorite part of the  was the  section‚ simply amazing‚ everyone go check it out,"February 20, 2013",Metropolitan Museum of Art,Naif RB
$25 entrance fee is recommended but you can pay as little (or as much) as you like. Ground floor  is  - small  & water for $10.86.,"July 12, 2014",Metropolitan Museum of Art,LonBerra
This place is so huge you can go back multiple times and discover something new. This reminds me of the V&A.,"August 26, 2016",Metropolitan Museum of Art,Bianca Ng
Fantastic way to spend a day. Do not miss the  . Great !,"May 19, 2016",Metropolitan Museum of Art,Lisa Renee
"A staple of the city. Many fantastic , can easily spend a full day inside.","April 14, 2015",Metropolitan Museum of Art,Louis Matta
Admission is suggested but don't be . Check to see if your company sponsors the  to get a free pass.,"July 28, 2012",Metropolitan Museum of Art,Jonathan Cornell
"Don't miss the Roman/Greek collection & check to see if your company has a corporate access plan to get past the ""suggested donation"" fee of $20.","November 19, 2012",Metropolitan Museum of Art,Matthew Hall
"great , a lot of amazing ! visit the Asian part, you'll fall in love","April 10, 2015",Metropolitan Museum of Art,M V
The  Institute always has the best - if you're a fashion lover like me!,"December 20, 2015",Metropolitan Museum of Art,Jastine Kho
 available in a variety of languages. Ask at the visitors' desk or better still: check the website (Not all language  given every day.),"November 29, 2014",Metropolitan Museum of Art,John Paterakis
You can give any amount as a contribution for entrance. Just don't be too  for the love of !,"August 2, 2016",Metropolitan Museum of Art,K13 NYC
"Few times near by the  never went in, amazing Byzantine Empire (550-650) gold pieces display.","September 6, 2015",Metropolitan Museum of Art,Latha S
Don't miss the . The food is much better than you'd think.,"May 31, 2016",Metropolitan Museum of Art,Michelle C
"Despite what it looks like, entrance to the  is always free! The prices and ticket  at the entrance are only donations.","August 16, 2011",Metropolitan Museum of Art,Everything Everywhere
One of the most wonderful  on Earth. Do not miss the opportunity to visit!,"July 18, 2015",Metropolitan Museum of Art,Daniel Bateman
Breathtaking beauty. My favorite  in the world. Check the  in the summer.,"November 3, 2015",Metropolitan Museum of Art,Ting S
"I love the metropolitan museum of art, its my all time favorite ","October 2, 2012",Metropolitan Museum of Art,Ntia Simotas
The  is so big the  attendants don't know everything! They said no Rembrandt on display but I found 2 of his works in Robert Lehman wing.,"April 13, 2013",Metropolitan Museum of Art,Thana Khambanonda
Fantastic and amazing . It's very big it's better to prepare in advance the visit,"January 6, 2014",Metropolitan Museum of Art,Gabriella
"Take your time to visit this , is easy to spend hours inside and don't even notice!","January 7, 2016",Metropolitan Museum of Art,Marcelo Castro
Bring  so your empty stomach will last throughout the  and buy an audio guide they help you focus!,"November 22, 2011",Metropolitan Museum of Art,Whitney Jordan
Such an amazing !  Always great  and a fun . My favorite is Arms and Armor.,"July 3, 2016",Metropolitan Museum of Art,Sara 🌈⚔🍾
"In every corner of this giant, living, breathing, hunk of a  you will find thousands of works and hundreds of themed collections. ","March 31, 2011",Metropolitan Museum of Art,Diego Rufo
Pay what you like ($1 even!) Be sure to find out what  are temporary and which are permanent.,"May 24, 2015",Metropolitan Museum of Art,Mike Hopkins
"Ionic capital, foliated base, parts of Temple of Artemis from Sardis are at  160. In Anatolia there are two more Artemis Temples","April 10, 2012",Metropolitan Museum of Art,TurkeyVision
Gary Winogrand show is amazing - check out the letter his wife wrote to him about his commitment and money issues.  Pretty funny. Show ends 9/21,"September 18, 2014",Metropolitan Museum of Art,IrmaZandl The Opinionator
"Check out the , there are usually cool installations there... and a !","June 3, 2014",Metropolitan Museum of Art,Ariane van Dievoet
If you're a member you can cut the long line for the Savage Beauty/McQueen  and bring friends along with you,"July 13, 2011",Metropolitan Museum of Art,Julie Blitzer
Impressive collection of  from all over the world and all historical periods,"June 3, 2016",Metropolitan Museum of Art,Edoardo Riva
"You can't see it all in one day. If you try to, you probably rushed through every .","August 22, 2014",Metropolitan Museum of Art,Jimmy Kastner
Get there early for the Alexander McQueen . It's packed and there's a wait. Well worth it. A must see,"May 14, 2011",Metropolitan Museum of Art,Kendra
Head up to the  for a wonderful  over Manhattan,"August 4, 2015",Metropolitan Museum of Art,Meri Williams
"Great place for a whole day, try to mange your visit since it's too big and somehow confusing","December 21, 2015",Metropolitan Museum of Art,Amir Fadavi
"When you finish  the , try the  . Not many people know about and has a ","April 23, 2011",Metropolitan Museum of Art,Tarek Daouk
"Take a  of the highlights, dine on the Great Hall  or have a drink in the  ! ","January 27, 2012",Metropolitan Museum of Art,Viator.com
"go to the ancient near east . it's smaller than, say, the  , but they have an entire assyrian temple - the walls are covered in cuneiform - you can just go and sit in. ","February 16, 2010",Metropolitan Museum of Art,Hannah P
I really loved my visit. Im from Western Washington and New York was amazing and the  was one of my most cherished memories from my trip.,"September 7, 2010",Metropolitan Museum of Art,Socially Sara
"Hanging out on the Met steps is a New York tradition, and billionaire David Koch has pledged ""at least $10 million"" to renovate the  outside the . ","April 30, 2010",Metropolitan Museum of Art,The Wall Street Journal
"You can spend the whole day there and it won't be enough. That is why I like coming back 😀 ""China through the looking glass""  is awesom!","August 8, 2015",Metropolitan Museum of Art,Ania Bańczyk
"There's so much to explore, you can't possibly see everything in one or even two visits!","February 25, 2016",Metropolitan Museum of Art,Euni K
Keep in mind the donation amount is 'recommended' so don't feel obligated to pay $25 per adult!,"April 21, 2013",Metropolitan Museum of Art,Jackie L
"huge, huge, huge. be careful not to drop your pin while browsing the , security might not let you through the second time around without the pin.","January 8, 2011",Metropolitan Museum of Art,Fiona M.
Make sure to get there early! It helps when you want to go through the entire .,"September 7, 2015",Metropolitan Museum of Art,Mavis Adams
Awesome place! Spent there about 5 hours! It's worth it!,"October 17, 2015",Metropolitan Museum of Art,Christina Igonina
"It's a better  for historical , but if you make your way to the   they have two Pollocks.","November 8, 2014",Metropolitan Museum of Art,Lily
The best  I've ever been to! I walked around for 4 hours and probably only saw half the !,"September 11, 2015",Metropolitan Museum of Art,Ruby Howard
Check out Sigmund's  and  cart outside the Met if you're hungry! Delicious  for $3-4! :),"July 29, 2012",Metropolitan Museum of Art,YiLeen Ang
The  is amazing. Bring rations. Cause you'll get lost and need supplies.,"May 9, 2015",Metropolitan Museum of Art,scott v
"Fridays at 17:00 you will get in for free. The only ""but"" is the waiting lines are soooo loooong","March 22, 2013",Metropolitan Museum of Art,Victor Riedemann
"Check out the Anthony Caro   on the MET's ! Enjoy food, drinks and a  of Manhattan. ","June 29, 2011",Metropolitan Museum of Art,BLOUIN ARTINFO
"Every time I have the chance to go to NYC, I visit the MET. The   is my favorite...","April 4, 2015",Metropolitan Museum of Art,Miguel Corral
"The MET's admission fee is recommended at $25 per person, but you can whatever you want. A couple dollars even.","July 23, 2011",Metropolitan Museum of Art,Katie Hinderer
Everyone loves this . This place has  for everybody. You can just sit in the  all day.,"July 14, 2013",Metropolitan Museum of Art,Dante Schulz
"Our young audience group is named for Ellsworth Kelly's Spectrum V, on  on the second floor of . (Morgan, Spectrum Co-Chair)","June 16, 2010",Metropolitan Museum of Art,Metropolitan Museum of Art
Great . Go up to the roof if you can. Everything here is awesome,"July 6, 2015",Metropolitan Museum of Art,Uwvie Obodo
one of the best  I've ever visited! better plan whole day for it.,"October 31, 2016",Metropolitan Museum of Art,Max Pollo
"When you get tired of looking at the ... make sure you enjoy , a  and sit on the stairs for a while.","February 16, 2013",Metropolitan Museum of Art,Kaisa Holsting
"Admission is free all the time, but the  tell you it is recommended $25. Go to ","May 7, 2015",Metropolitan Museum of Art,Dmtr
Don't leave NYC without first coming to see all of the amazing pieces of  on display here!,"January 14, 2013",Metropolitan Museum of Art,Cellucor
Pick a few  and visit them in detail.  Don't try and  the entire  in one trip; it's too big!,"April 1, 2011",Metropolitan Museum of Art,Nabeel
"Such a huge collection, it would be impossible to get through the  in one day","January 29, 2015",Metropolitan Museum of Art,Dana Parker
You need a whole day to visit it completely. In this  you can lose track of time.,"April 19, 2016",Metropolitan Museum of Art,Pleyis
Recommended price is $25 but you can pay what you want! Even 1 cent! I paid $1 :),"March 26, 2013",Metropolitan Museum of Art,Oksana
"NEW YORK:  Find the Bird's Nest Headdress amongst the pieces in the Alexander McQueen retrospective Savage Beauty.  Click ""More Info"" to see our profile on the piece. ","July 15, 2011",Metropolitan Museum of Art,NOWNESS
"You need some days to visit all, but all are beautiful! One of the best  in NYC","January 13, 2016",Metropolitan Museum of Art,Mari
It close at 9pm on weekends and the admission is around $25 but you can pay whatever you want,"October 20, 2014",Metropolitan Museum of Art,Hizay C. De la Rocha
The most beautiful  I've ever visited and also my favorite place in the hole city.,"August 16, 2013",Metropolitan Museum of Art,Steven Vega
"The runaways in ""From the Mixed-Up Files of Mrs.  E. Frankweiler"" hide out in the Met. It was a smart choice: you'd have to move in for years to see everything here.","July 30, 2010",Metropolitan Museum of Art,BLOUIN ARTINFO
"From the moment you walk in to the Great Hall on the main floor one feels transported to another era. It’s easy to get lost in the , literally.","September 19, 2011",Metropolitan Museum of Art,Razorfish
The Met website features great blogs about the Met's history. Check out some of the  and events happening at the Met now: http://bit.ly/xpUxu3 ,"February 27, 2012",Metropolitan Museum of Art,Flavorpill
"Reading among priceless works of  is surreal.  New world meet old world, and let us introduce you to .","October 7, 2011",Metropolitan Museum of Art,Zinio
"The  is pay as you wish, recommended admission for adults is $25","July 25, 2016",Metropolitan Museum of Art,Kate Yan
The Members-Only dining  has a great Sunday . $50 for a three course meal and a ... yum.,"May 23, 2016",Metropolitan Museum of Art,Jess ⚓
Find Umberto Boccioni's bronze Futurist  'Unique Forms of Continuity in Space' on the first floor in  900 towards the southwest corner. It's my favorite!,"May 2, 2011",Metropolitan Museum of Art,Steven Lehrburger
The Henry R. Luce Center for the study of American  AKA the Visual Storage room hidden on the mezzanine in the  is really great.,"August 18, 2010",Metropolitan Museum of Art,Mia
Awesome...In world one of the beautiful Metropolitan  of . Really great collection.,"March 1, 2016",Metropolitan Museum of Art,Hurricane Wind Power
"Great collection of Warhol, but I miss more pieces from some other great American !","October 10, 2015",Metropolitan Museum of Art,Rafa Escaño
"Check out the   attributed to Michelangelo on Loan to Metropolitan  from French Republic.On  until October 13, 2014. ","July 7, 2011",Metropolitan Museum of Art,BLOUIN ARTINFO
take a guided  od  highlights on specific hour listed in the main hall,"May 9, 2014",Metropolitan Museum of Art,Visnja Kljajic
"On ""The Roof  Commission: Imran Qureshi"": ""You don’t need a wall label to discern Qureshi’s message: out of death, hope."" Through November 13. ","September 25, 2013",Metropolitan Museum of Art,The New Yorker
"Soak in the : There will be, without fail, several  at ultra cool  around town that you can pop in on and really get your  ","October 11, 2011",Metropolitan Museum of Art,Stanley Stuyvesant
Quintessential. The best  period.,"March 7, 2015",Metropolitan Museum of Art,Gem Qin
"A few great pieces, love the . Very confusing setup without using the map floor plan.","July 9, 2014",Metropolitan Museum of Art,Nahid
Great varied selection of . Especially liked the historical interior .,"March 11, 2016",Metropolitan Museum of Art,Lizzie Hatfield
"Wander the city’s most iconic , all by yourself and sip  over the sounds of a live string quartet. ","March 9, 2016",Metropolitan Museum of Art,Conrad Hotels & Resorts
Favorite spot in NYC. It's the best  in the country and the experience is different every time. It's best to take your time and roam the 😊,"December 24, 2015",Metropolitan Museum of Art,Devon Lawrence
"One of my fav , I like going to the  for a drink","June 23, 2015",Metropolitan Museum of Art,Fati Hussain
" is awesome,  is amazing, good for those days with bad weather","December 8, 2014",Metropolitan Museum of Art,Rodrigo Artavia
Allow the NYC skyline to be the backdrop as you observe  atop of the building in the  roof . Read more about the  on MetroFocus. ,"November 9, 2011",Metropolitan Museum of Art,MetroFocus
"The most spectacular  I've ever been to!! And I have seen the most famous  of Paris, London, Rome, Florence, Barcelona, etc., so I'm not kidding.","March 14, 2015",Metropolitan Museum of Art,Giovanna Vallerotondo
The Oasis  with very thorough and . Had a great time,"December 24, 2014",Metropolitan Museum of Art,Colin South
It's the met guys. Don't miss the hidden tomb and the  for drinks.,"June 5, 2016",Metropolitan Museum of Art,Kevin O'Neill
My favorite  in New York City! Become a member if you live in the area.,"October 8, 2015",Metropolitan Museum of Art,Bethany Looi
One of the most beautiful  I've ever been to. Nothing to say — just visit and enjoy!,"June 16, 2015",Metropolitan Museum of Art,Daria Blednova
My favorite  in NY. There's literally everything.,"October 27, 2015",Metropolitan Museum of Art,Emiliano Severoni
The Plains Indians.  of Earth and Sky is a must see .,"March 14, 2015",Metropolitan Museum of Art,Jeff S.
Don't bother getting the audio tapes. It just reads out exactly what is on the wall next to it. Also entry cost is whatever you want it to be.,"May 8, 2013",Metropolitan Museum of Art,Kiera Ash
Currently showing at the Met is The Emperor's Private Paradise: Treasures from the Forbidden City showcases about 90 works of  created for the emperor Qianlong (1736-95). ,"February 22, 2011",Metropolitan Museum of Art,China Daily USA
"Support the  if you have the means. If your broke like me, pay what you can and still enjoy the !","December 31, 2011",Metropolitan Museum of Art,EatMeDrinkMeNYC
 on Friday and Saturday nights in the summer.,"July 20, 2013",Metropolitan Museum of Art,Jill Cornell
